power,electricity
lights,electricity
transformer,electricity
electricity,electricity
electrical,electricity
electric,electricity
fuse,electricity
pipe,water
pipline,water
tap,water
water,water
sewer,water
sewerage,water
internet,internet
wifi,internet
router,internet
modem,internet
